"Location.City","Location.State","Location.Country","Data.Shape","Data.Encounter duration","Data.Description excerpt","Location.Coordinates.Latitude ","Location.Coordinates.Longitude ","Dates.Sighted.Year","Dates.Sighted.Month","Date.Sighted.Day","Dates.Sighted.Hour","Dates.Sighted.Minute","Dates.Documented.Year","Dates.Documented.Month","Dates.Documented.Day"
"antioch","CA","US","triangle","360.0","I saw a flash of light&#44 the object moved erradically in one area&#44 stabilized itself&#44 then I saw another moving erradically","38.005","-121.8047222","2007","3","27","23","1","2007","4","27"
"antioch","CA","US","unknown","600.0","Lights above Antioch&#44 CA.  ((NUFORC Note:  Witness remains anonymous.  Possible advertising light&#44 or hoax??  PD))","38.005","-121.8047222","2005","11","8","22","30","2005","12","16"
"anza","CA","US","light","30.0","High speed light&#44 transvering horizon to horizon&#44 NO trail or tail.","33.555","-116.6727778","2000","3","16","17","15","2000","4","1"
"apple valley","CA","US","chevron","20.0","Reflected Impulse in desert sky.","34.5008333","-117.185","2002","3","29","15","0","2002","4","8"
"apple valley","CA","US","circle","240.0","Mysterious bright orange ball of light glides across high desert sky Easter Sunday evening.","34.5008333","-117.185","2014","4","20","20","30","2014","4","24"
"apple valley","CA","US","circle","15.0","red ufo with light beam","34.5008333","-117.185","2011","7","16","22","30","2011","7","17"
"apple valley","CA","US","circle","7200.0","CIRCULAR CRAFT TURNING AROUND AND MOVING UP &amp; DOWN SIDE TO SIDE W/ FLASHING LITGHS.  ((NUFORC Note:  Capella?  PD))","34.5008333","-117.185","2012","10","20","0","0","2012","10","30"
"apple valley","CA","US","light","2700.0","High Altitude Bright Objects appearing in the sky accompanied  by smaller&#44 faster objects.","34.5008333","-117.185","2010","5","27","21","0","2010","6","3"
"apple valley","CA","US","other","40.0","The object was turning I could se a visible trail or tail when it vanished from the sky.","34.5008333","-117.185","2002","5","4","15","30","2002","5","14"
"apple valley","CA","US","other","300.0","Report of red lights in sky with vivid accurate discriptions and pictures of objects.","34.5008333","-117.185","2013","2","3","20","15","2013","2","18"
"apple valley","CA","US","other","1800.0","3 observers witnessed a &quot;manta-ray&quot; shaped craft move west over mountain range for 30 min. No lights or windows were visable.VERY LARGE","34.5008333","-117.185","1998","6","26","19","30","1998","11","21"
"apple valley","CA","US","sphere","8.0","Canyon Balls in Apple Valley California.","34.5008333","-117.185","1998","10","17","15","0","1999","2","16"
"apple valley","CA","US","sphere","6.0","Daytime / air to air near miss / sighting","34.5008333","-117.185","1979","7","15","14","30","2008","3","4"
"apple valley","CA","US","sphere","30.0","My little brother and I were outside and he spotted a bright yellow orb in the sky. It was traveling slowly across. This bright light t","34.5008333","-117.185","2012","8","27","22","30","2012","9","24"
"apple valley","CA","US","sphere","15.0","Large star like object &#44 moving with a high rate of speed  across the sky.","34.5008333","-117.185","2011","8","13","4","0","2011","8","21"
"apple valley","CA","US","sphere","600.0","Sphere shaped object floating next to moon.","34.5008333","-117.185","2001","8","7","15","0","2003","3","11"
"apple valley","CA","US","teardrop","600.0","2 Red and 2 yellow teardrops seen &quot;playing&quot; over Apple Valley&#44 CA.","34.5008333","-117.185","2012","12","31","21","17","2013","2","4"
"apple valley","CA","US","triangle","180.0","2 silent triangle crafts","34.5008333","-117.185","2009","5","12","20","36","2009","6","9"
"apple valley","CA","US","triangle","1200.0","Three bright lights moving in a triangular pattern and then seperating","34.5008333","-117.185","1986","7","23","19","0","2011","8","21"
"apple valley","CA","US","unknown","180.0","Two aircraft looked like they were gonna collide and after passing there were 3 or 4.","34.5008333","-117.185","2011","2","18","17","3","2011","2","18"
"aptos","CA","US","changing","300.0","Pulsating star changes to cylinder&#44 portal shape&#44 late afternoon&#44 Aptos&#44 CA","36.9772222","-121.8983333","2012","9","12","16","30","2012","9","24"
"aptos","CA","US","disk","120.0","Disc shaped object with multi-colored light array on bottom observed in Santa Cruz County&#44 CA.","36.9772222","-121.8983333","2013","10","5","21","30","2013","10","14"
"aptos","CA","US","fireball","2.0","Green fireball falling to the ground","36.9772222","-121.8983333","2000","11","24","23","0","2000","12","2"
"aptos","CA","US","formation","5.0","7 unidentified aircraft speeding across the night sky and leaving no trace (vapor-trail&#44 sonic boom)","36.9772222","-121.8983333","2002","5","18","21","30","2002","6","12"
"aptos","CA","US","sphere","2400.0","12 objects observed on Monterey Ca coast","36.9772222","-121.8983333","2012","8","18","2","5","2012","8","19"
"arbuckle","CA","US","fireball","5.0","I was traveling North bound on I-5&#44 with a terrific view of the horizon&#44 flat land. I-5 runs North/South through california. When all o","39.0175","-122.0566667","2006","10","9","22","30","2006","10","30"
"arbuckle","CA","US","light","5.0","light like venus desapear in 5 seconds","39.0175","-122.0566667","2008","10","21","20","0","2009","1","10"
"arbuckle","CA","US","sphere","1200.0","Quiet floating balls. Reflecting sun light.","39.0175","-122.0566667","2014","1","23","17","30","2014","1","30"
"arbuckle","CA","US","triangle","240.0","At dusk in 1966 or 67&#44 three lights in formation or triangular craft with no visible substance floated silently into the West.","39.0175","-122.0566667","1967","6","15","20","0","2007","4","27"
"arcadia","CA","US","cylinder","600.0","An tight formation.","34.1397222","-118.0344444","2009","4","12","10","15","2009","5","12"
"arcadia","CA","US","disk","300.0","A large flying saucer with white lights all around it&#44 in the greater L. A. area&#44","34.1397222","-118.0344444","2001","10","31","20","0","2001","11","20"
"arcadia","CA","US","fireball","15.0","Orange fireball with tail&#44 like shooting star but much larger.","34.1397222","-118.0344444","2001","5","6","21","0","2001","8","5"
"arcadia","CA","US","light","3600.0","Large&#44 bright stationary light in sky over eastern LA county.","34.1397222","-118.0344444","2001","12","14","22","0","2002","1","11"
"arcadia","CA","US","light","300.0","Approximately 10:45 PM on September 1&#44 2004 I observed an object moving from east to west while looking out my bedroom window which fac","34.1397222","-118.0344444","2004","9","1","22","45","2004","9","9"
"arcadia","CA","US","light","45.0","I saw a white bright light ball flying in Arcadia&#44 CA which was also seen by my fiance and friend.","34.1397222","-118.0344444","2010","10","16","0","30","2010","11","21"
"arcadia","CA","US","light","20.0","Bright Light That Changed Intensity and Color&#44 Then Disappeared","34.1397222","-118.0344444","2010","7","29","21","10","2010","8","24"
"arcadia","CA","US","light","2.0","Green flash of light over Arcadia&#44 California.","34.1397222","-118.0344444","2011","12","29","21","15","2012","1","12"
"arcadia","CA","US","light","120.0","Light blue/white light near the hills North of the 210 Freeway","34.1397222","-118.0344444","2011","9","27","19","20","2011","10","10"
"arcadia","CA","US","rectangle","300.0","Our dog was barking at something.  His bark was the bark as if he didn&#39t want to leave the porch but wanted to summon someone in the fa","34.1397222","-118.0344444","1988","7","1","23","30","1998","3","7"
"arcadia","CA","US","sphere","1800.0","A bright sphere rapidly changing color - blue&#44 green and red&#44 in one spot.  ((NUFORC Note:  Sighting of Sirius.  PD))","34.1397222","-118.0344444","2008","11","7","23","30","2009","1","10"
"arcata","CA","US","flash","240.0","Two moving lights and a flash over Arcata&#44 CA","40.8666667","-124.0816667","2011","6","2","23","30","2011","6","12"
"arcata","CA","US","formation","300.0","Yellow Light UFO Formation over Arcata&#44 CA","40.8666667","-124.0816667","2011","5","19","21","15","2011","5","29"
"arcata","CA","US","formation","240.0","Red light surrounded by green neon lights hover a min or two in formation and dart quickly down","40.8666667","-124.0816667","2012","7","26","21","50","2012","8","5"
"arcata","CA","US","formation","600.0","Object with red and green lights moving sited above Arcata&#44 CA.  ((NUFORC Note:  Possible sighting of model aircraft.  PD))","40.8666667","-124.0816667","2012","9","9","20","0","2012","9","24"
"arcata","CA","US","light","8.0","I saw a bright and big star-like object at night floating over a university weight room gym after I exited the facility.","40.8666667","-124.0816667","2008","4","10","21","30","2008","4","17"
"arcata","CA","US","light","1800.0","red and green lights that flash and move quickly in all directions&#44 then stationary.  ((NUFORC Note:  Twinkling star.  PD))","40.8666667","-124.0816667","2012","5","30","20","0","2012","6","5"
"arcata","CA","US","light","600.0","1 large orange light&#44 round in shape moving SW slowly &amp; inconsistantly.","40.8666667","-124.0816667","2006","11","1","17","40","2006","12","7"
"arcata","CA","US","light","600.0","Four globes of light in formation","40.8666667","-124.0816667","2002","11","15","17","30","2005","11","8"
"arcata","CA","US","light","1.0","Bright glowing object falls from Arcata sky&#44 air craft persues.","40.8666667","-124.0816667","2009","3","4","18","0","2009","3","19"
"arcata","CA","US","other","5.0","We had just returned from running up into the hills 40 miles (east from arcata california to willow creek california) because if a tsun","40.8666667","-124.0816667","2005","6","15","23","30","2005","7","5"
"arcata","CA","US","rectangle","3600.0","Green and red lights that flew over Arcata.","40.8666667","-124.0816667","2011","7","9","21","40","2011","7","17"
"arcata","CA","US","triangle","300.0","Red&#44 green&#44 and white lights hovering&#44 jumping&#44 and zig-zagging above  Arcata&#44 CA 7/4/2011","40.8666667","-124.0816667","2011","7","4","23","0","2011","7","6"
"arcata","CA","US","unknown","120.0","Multiple Northern California UFOs photographed at sunset with the evening crescent moon.","40.8666667","-124.0816667","2011","8","3","20","52","2011","12","12"
"arcata","CA","US","unknown","1140.0","I am familiar with aircraft and this object  preformed like and aircraft but weird at low altitude and nighttime over populated area.","40.8666667","-124.0816667","2010","8","30","21","20","2010","11","21"
"armona","CA","US","unknown","180.0","White light over Armona CA","36.3158333","-119.7075","2011","4","17","20","58","2011","5","2"
"arnold","CA","US","light","1200.0","Star-like  object obeserved 3 different times travelling in different direction and pattern each time.","38.2555556","-120.35","2003","7","20","21","40","2003","7","23"
"arroyo grande","CA","US","changing","1200.0","black object appeared to float and change shape at altitude. maybe from vandenburg","35.1186111","-120.5897222","2002","11","2","15","42","2002","11","4"
"arroyo grande","CA","US","circle","60.0","observed Angel Hair type UFO","35.1186111","-120.5897222","2004","10","11","14","0","2004","12","14"
"arroyo grande","CA","US","disk","300.0","3 disks flying silently at high speeds&#44 stopped to hover&#44 then climbed out of the atmosphere.","35.1186111","-120.5897222","1998","3","27","22","35","2002","4","25"
"arroyo grande","CA","US","light","1.0","Two bluish-green lights moving NNE over Arroyo Grande&#44 CA at unbelievable speed.","35.1186111","-120.5897222","2010","1","18","20","55","2010","2","14"
"arroyo grande","CA","US","light","120.0","on central coast of cali june 14th 2002  9pm  bright star colerd light fades  and red colered light does wierd stuff at 11pm","35.1186111","-120.5897222","2002","5","14","21","0","2002","7","1"
"arroyo grande","CA","US","light","900.0","lights in the sky.","35.1186111","-120.5897222","2001","8","20","20","0","2001","10","12"
"arroyo grande","CA","US","light","240.0","Mysterious light observed near Vandenberg AFB","35.1186111","-120.5897222","2007","2","23","9","30","2007","3","8"
"arroyo grande","CA","US","light","1800.0","saw more light tonite    Of anyone in this area saw em tonite  august 21  they wen in south east motion  2 at same speed one at fast sp","35.1186111","-120.5897222","2001","8","21","20","0","2001","10","12"
"arroyo grande","CA","US","light","900.0","Bright light spiraled away after 15 minute &quot;dance.&quot;","35.1186111","-120.5897222","2014","3","19","18","0","2014","3","21"
"arroyo grande","CA","US","other","3.0","Iwork schiftes at 24:00HRS WHILE TRVELING SOUTH ON HWY 101 I SIGHTED A ASTEROIDE SKIPING ARE ATMOSHPHERE ONE SIXTH THE SIZE OF THE THRE","35.1186111","-120.5897222","2000","11","16","0","0","2000","12","2"
"arroyo grande","CA","US","triangle","45.0","((HOAX??))  I witnessed a craft flying over my house around 10:30at night . I called my friend told her what i  had seen and she.","35.1186111","-120.5897222","2012","12","11","10","30","2013","2","4"
